goods_discount_quote,goods_name,goods_p_price,gifts,goods_image_path,venderid,goods_discount,goods_price,goods_ad,goods_promotion,goods_brand_id,goods_id,goods_image_url
0,华硕（ASUS）ROG-STRIX-RX590-8G-GAMING  显卡/AMD游戏显卡,2499.00,,full/162bd6516a32dc59fd945e4945d8034032b6f1c5.jpg,1000000225,0,2499.00,"【满1000-100,晒单评论返100E卡】采用12纳米高端工艺，更高的频率，神光同步灯效，智能超频！",满1000元减100元,8551,100001895320,https://img10.360buyimg.com/n7/jfs/t26161/118/1965296099/384242/a389de54/5bf3da4fNc4c5f7bb.jpg
0,影驰（Galaxy）GeForce GTX 1050 Ti GAMER 1366(1480)MHz/7GHz 4G/128Bit D5 PCI-E吃鸡显卡,1199.00,,full/e2f6172a4d78c44e7ce19ad12458790bf681dfb0.jpg,1000000308,0,1199.00,,,19962,3775089,https://img14.360buyimg.com/n7/jfs/t6853/298/2015492418/152432/c18963bf/5987cc0cN38a0dbf7.jpg
0,华硕（ASUS）DUAL-GeForce RTX2080 TI-A11G 1350-1575MHz 14000MHz 游戏电竞专业显卡 11G 352bit 独立显卡,10999.00,,full/402f8665a0ad46ff2a83eeed941203b23d9ab9c9.jpg,1000000225,0,10999.00,【RW战队，指定显卡】全新超频软件！双风扇+光线追踪，强化金属背板，重塑新视界！,,8551,100001121004,https://img14.360buyimg.com/n7/jfs/t25684/337/2241216793/278556/2a685c07/5bc6e256N71fb5d07.jpg
0,微星（MSI）GeForce RTX 2080 VENTUS 8G 1515-1710MHz 256BIT GDDR6 新代游戏显卡 万图师,5699.00,,full/dc49de688cddfd1eec47f35a0c9bb9e44c06c629.jpg,1000000266,0,5699.00,"【旧卡升级大额补贴,剑网3游戏礼包,年终大抽奖】（28日起2070领券减400）",,17443,100000971960,https://img10.360buyimg.com/n7/jfs/t1/27993/25/953/206144/5c0e1a13E3d856526/ef8a96e5b77389a8.jpg
1000,迪兰（Dataland）DEVIL RX590 8G GDDR5 1545-1576/8000MHz 8GB/256-bit GDDR5 DX12独立游戏显卡,1949.00,,full/405f474d9ede81eb14170c9fd0aff24960648046.jpg,1000005539,50,1949.00,DEVIL级强劲主频设定，12nm新工艺震撼来袭，挑战从芯开始,,6094,100001660610,https://img10.360buyimg.com/n7/jfs/t1/8532/37/4958/370085/5bdbe34eE1aceca1e/a8d98fcc3f5d360f.jpg
0,丽台（LEADTEK）NVIDIA Quadro P1000 4GB GDDR5/128bit/82GBps CUDA核心640 建模渲染绘图专业显卡,2689.00,,full/3e416542a0a39eb63a4d9755856da38e4ba05e46.jpg,1000000522,0,2689.00,【12.25-29喜迎双旦尊享好礼】满1000-100；3000-200；5000-400（部分商品不参与）详情咨询客服,满1000元减100元，满3000元减200元，满5000元减400元,11440,4146683,https://img13.360buyimg.com/n7/jfs/t1/5610/4/16284/121823/5be168c8Ec266f7f4/60ee33195896962c.jpg
0,影驰（Galaxy）GTX 1060 大将 1544(1759)MHz/8GHz 6G/192Bit D5 PCI-E吃鸡显卡,1699.00,,full/32dbcfba362e25a5e9df77e7237171f47b84db39.jpg,1000000308,0,1699.00,,,19962,3267840,https://img10.360buyimg.com/n7/jfs/t22153/126/2242872544/174697/f00bd06c/5b4d7553N843f8fea.jpg
3000,技嘉(GIGABYTE)AORUS GeForce RTX 2070 XTREME 大雕 1815MHz 14140MHz 256bit GDDR6 8G 电竞游戏显卡,5299.00,,full/f51cc98bb0704c31e8f7c61c936dcbe513d47c79.jpg,1000000297,400,5299.00,"【迎双旦3000-400】2070大雕,朝生碧海逆水成寒,电竞“吃鸡”显卡(此商品不参加上述活动)",,8900,100001285750,https://img10.360buyimg.com/n7/jfs/t26188/42/2364655767/226870/f03c18bc/5bff957dN4c704de3.jpg
0,盈通（yeston）RX560D-4G D5大地之神 1200/6000MHz 4G/128bit/GDDR5显卡,709.00,,full/0708033c53f236e5f1f3b961122513964049e101.jpg,1000005645,0,709.00,【畅销性价比之选】4+2相全数字供电设计，具有优越的电器性能和使用寿命，保障显卡稳定运行，畅游主流网游,,19949,5318560,https://img10.360buyimg.com/n7/jfs/t22795/177/531754899/288487/67d474d7/5b348e99Nf9f160b5.jpg
0,技嘉(GIGABYTE)GeForce RTX 2070 GAMING OC WHITE 1740-1725MHz 14000MHz 256bit GDDR6 8G 小白电竞显卡,4599.00,,full/997aedc013a397b57eb14debd198d68978ae5280.jpg,1000000297,0,4599.00,"【迎双旦4000-300】2070OC小白,朝生碧海逆水成寒,电竞“吃鸡”显卡",满4000元减300元,8900,100001526620,https://img10.360buyimg.com/n7/jfs/t28051/232/861290170/182422/a55e224d/5bff9750N4a20b448.jpg
0,七彩虹（Colorful）战斧 GTX1060 3G GTX1060 1544-1759MHz/8008MHz 3G/192bit GDDR5 游戏显卡,1289.00,,full/1ae12358220ead2d0eca4d27e9371c67d815e70b.jpg,1000000267,0,1289.00,2*9cm强劲风扇、一体式散热器、智能风扇启停，全视频接口，小巧而聚内涵,,22215,4835317,https://img12.360buyimg.com/n7/jfs/t9421/142/2128656659/213945/5fa7ba0c/59c4caddN38367c53.jpg
0,技嘉(GIGABYTE)AORUS GeForce GTX 1080Ti 1569-1683MHz/11010MHz 11G/352bit绝地求生/吃鸡显卡,6199.00,,full/18f862e0ef1293854f5fd638aa4319f73b383267.jpg,1000000297,0,6199.00,"AORUS主打显卡!“黄金之心”全金属背板,3*100MM堆栈式风扇散热无忧,炫彩RGB信仰灯!",,8900,4016045,https://img10.360buyimg.com/n7/jfs/t14209/141/2535071387/400695/8d465cf/5aa8c008Nf080311a.jpg
0,华硕（ASUS）TURBO-RTX2080-8G 显卡,5699.00,,full/57b065ee8205b87f141dde2b3719e37838886d16.jpg,1000000225,0,5699.00,"【购即赠剑网3专属礼包】全自动化制程,超合金供电,8MM双滚珠轴承风扇,顶端导风槽,强劲散热!",,8551,100000542235,https://img10.360buyimg.com/n7/jfs/t1/1923/29/7019/308070/5ba490faEbbb1dc30/5a9d6cba4bf389dd.jpg
0,技嘉(GIGABYTE)GeForce RTX 2080Ti WINDFORCE 14000MHz 352bit GDDR6 11G 电竞游戏显卡,8999.00,,full/ff06587ffba462fc0261825f60ba24cfe27fd2bb.jpg,1000000297,0,8999.00,,,8900,100001496433,https://img13.360buyimg.com/n7/jfs/t30004/40/822912201/187707/dc2fe0ae/5bff97bdN3196005d.jpg
0,影驰（Galaxy）GeForce RTX 2080 大将,6099.00,,full/a485db8e071e0e10c84f6aefe3c7a85cc81a1052.jpg,1000000308,0,6099.00,满3000减300，年终庆典下单立享好价！性能比肩1080Ti，畅享游戏无压力！(此商品不参加上述活动),满3000元减300元,19962,8943365,https://img10.360buyimg.com/n7/jfs/t23428/129/2183877355/110242/a9a18a12/5b77e8a3N12dd35f6.jpg
0,技嘉(GIGABYTE)AORUS GeForce RTX 2080Ti 小雕 1695 14000 352bit GDDR6 11G 电竞游戏显卡,12499.00,,full/567a0f19039010d625142eb0e68ec2bef54a0a19.jpg,1000000297,0,12499.00,高能核心，强力散热，1670W色炫彩流光，四年质保，带来非凡游戏体验！,,8900,100001724916,https://img11.360buyimg.com/n7/jfs/t28195/118/849832335/205910/c015cf0f/5bff9614N1d0999ba.jpg
0,技嘉(GIGABYTE)AORUS GeForce RTX 2080Ti XTREME 大雕 1770 14140 352bit GDDR6 11G 电竞游戏显卡,13999.00,,full/d079478ba4cd6f53a56dc7303238d4897621f183.jpg,1000000297,0,13999.00,特挑核心，正逆转散热系统，1670W色炫彩流光，豪华配件，四年质保，引爆游戏激情！,,8900,100001319119,https://img14.360buyimg.com/n7/jfs/t27253/175/2025938952/205910/c015cf0f/5bff9630N057a4801.jpg
0,铭瑄（MAXSUN）MS-GT730变形金刚II2G 64bit/DDR5 PCI-E 显卡/独显,399.00,,full/bc6b29a4a6507432846edc64ab0a578ae2fbc97c.jpg,1000094211,0,399.00,【2G大显存】游戏办公不将就，多屏显示，视野更广。高5000MHzGDDR5显存，全覆盖式优化散热，三年质保，售后无忧！,,13026,7216640,https://img10.360buyimg.com/n7/jfs/t19594/326/2254154617/122719/4fc35ed0/5aef4921N9d53611f.jpg
0,影驰（Galaxy）GeForce RTX 2080 Gamer 1845MHz/14Gbps 8GB/256Bit GD6 PCI-E游戏显卡,6199.00,,full/fa96a5ccb6ed539c662f2566f5b17fe3946f781d.jpg,1000000308,0,6199.00,双旦好礼满3000-300，年终庆典下单立享好价！性能比肩1080Ti，畅享游戏无压力！(此商品不参加上述活动),满3000元减300元,19962,100001169338,https://img13.360buyimg.com/n7/jfs/t24814/160/2198553232/147937/427ef98b/5bc5afd2N1466032c.jpg
1000,迪兰（Dataland）RX VEGA56 8G X-Serial战神 1177-1478/1600MHz 8GB/2048-bit HBM2 DX12独立游戏显卡,2699.00,,full/93a3374faab5684c51e1604bc87396ef12b1327b.jpg,1000005539,50,2699.00,,,6094,7186211,https://img11.360buyimg.com/n7/jfs/t1/2686/9/12678/281597/5bd66e38E902f18f5/4c47cce915de84f7.jpg
0,铭瑄（MAXSUN）GTX1050终结者2G 1354-1455MHz/7000MHz 2G/128bit GDDR5 PCI-E 3.0游戏显卡,869.00,,full/30c4c76ccf22db00631317277f2a60db453b1483.jpg,1000094211,0,869.00,【入门游戏显卡】畅玩魔兽世界/LOL/DOTA2！太极定制LED背板！6800+好评实力口碑！跑分高，帧数稳，三年质保，售后无忧！,满800元减50元,13026,3936622,https://img12.360buyimg.com/n7/jfs/t18613/42/2057074009/144684/676a754e/5ae3e457N74cd18a1.jpg
0,微星（MSI）GeForce GTX 1050 飙风 2G 1404-1518MHZ 128BIT GDDR5 PCI-E 3.0电竞游戏显卡,899.00,,full/3249ab8b7f7ce1d96dd650e30aeffb2136c24c1f.jpg,1000000266,0,899.00,"【旧卡升级大额补贴,剑网3游戏礼包,年终大抽奖】（28日起2070领券减400）",,17443,3757977,https://img12.360buyimg.com/n7/jfs/t8887/307/301084456/453174/cf0f6147/59a52f39Nb312d92d.jpg
0,铭瑄（MAXSUN）GeForce GT 710重锤PLUS 2G 64bit/D3 PCI-E 显卡/独显,299.00,,full/486e0fc6814a21199d5105f8443b9af0efd959b5.jpg,1000094211,0,299.00,【办公娱乐优选 下单先领券】,,13026,2402683,https://img13.360buyimg.com/n7/jfs/t17380/359/2101691385/153699/5c7759c7/5ae3e4d3N2626cb64.jpg
0,盈通（yeston）RX550-4G D5大地之神,579.00,,full/70bd5e172b48c33219fe2010194ed4ee7ba8da38.jpg,1000005645,0,579.00,盈通爆款显卡，9cm+9cm大尺寸滚珠静音风扇，大卡设计，带6pin电源口，128bit性能更优，DP+HDMI+DVI全接口,,19949,6677009,https://img14.360buyimg.com/n7/jfs/t27484/195/166788452/288487/67d474d7/5b87b232N353d1253.jpg
0,七彩虹（Colorful）战斧 GTX1050 2G V2 GTX1050 1430-1544MHz/7000MHz 2G/128bit GDDR5 游戏显卡,899.00,,full/f4cf1eb26c356c8ebd4b597dd5072a60195515ad.jpg,1000000267,0,899.00,,,22215,4835327,https://img12.360buyimg.com/n7/jfs/t10705/284/61318400/215082/6531aeef/59c4cb85Na353144f.jpg
0,技嘉(GIGABYTE)AORUS GeForce RTX 2080 小雕 1845MHz 14000MHz 256bit GDDR6 8G 电竞游戏显卡,7699.00,,full/7e735471adf15580ec823b4b50341f280d8ea005.jpg,1000000297,0,7699.00,"【迎双旦7000-500】2080小雕,朝生碧海,逆水成寒,电竞“吃鸡”显卡",满7000元减500元,8900,100000767679,https://img14.360buyimg.com/n7/jfs/t27043/2/2391597304/217531/c7d1311c/5bff966eN1af6dbdc.jpg
0,丽台（LEADTEK）NVIDIA Quadro P400 2GB GDDR5/64bit/32GBps/CUDA核心256  支持5K 绘图专业显卡,999.00,,full/b76dd7247eb8881c8f200e8dec72c802de48deda.jpg,1000000522,0,999.00,【12.25-29喜迎双旦尊享好礼】满1000-100；3000-200；5000-400（部分商品不参与）详情咨询客服,满1000元减100元，满3000元减200元，满5000元减400元,11440,4991744,https://img14.360buyimg.com/n7/jfs/t1/4976/14/16248/89029/5be16616Eeebded44/fa38be63c01fac18.jpg
0,丽台（LEADTEK）NVIDIA Quadro P600 2GB GDDR5/128bit/64GBps/CUDA核心384/支持5K 绘图专业显卡,1499.00,,full/022caa97548bb6a3806edd7e76b7bb48ec65bfd5.jpg,1000000522,0,1499.00,【12.25-29喜迎双旦尊享好礼】满1000-100；3000-200；5000-400（部分商品不参与）详情咨询客服,满1000元减100元，满3000元减200元，满5000元减400元,11440,4991758,https://img13.360buyimg.com/n7/jfs/t1/10894/23/2521/91926/5be16747E4a112105/c38f02b583b843ea.jpg
0,铭瑄（MAXSUN）GeForce GTX1060终结者3G 1506-1708/8000MHz/3G/192bit GDDR5 游戏显卡,1349.00,,full/6536cc845babeec3d745b6d6fdc514b3f4bb725a.jpg,1000094211,0,1349.00,【满800-50 再送价值630元游戏礼包 领券再减】,满800元减50元,13026,3562342,https://img12.360buyimg.com/n7/jfs/t27532/310/166667928/179483/e805bb5/5b87ba9bN423a25c6.jpg
0,微星（MSI）GeForce RTX 2080 Ti 11G DUKE 暗黑龙爵 1350-1665MHz 352BIT GDDR6 电竞黑龙 新代显卡,10499.00,,full/664f40f2b18474481f9b1d0a80f326717ea85ce3.jpg,1000000266,0,10499.00,"【旧卡升级大额补贴,剑网3游戏礼包,年终大抽奖】（28日起2070领券减400）",,17443,8718018,https://img13.360buyimg.com/n7/jfs/t1/2305/33/8536/226733/5ba9e27dEaf6eafaf/261123cc133a239a.jpg
0,华擎（ASRock）RX580 8G OC 幻影电竞 阿波罗Phantom Gaming D 1370-1424 MHz / 8000 MHz GDDR5 吃鸡显卡,1519.00,华擎（ASRock）A320M-HDV主板(AMD A320/AM4 Socket),full/b69e5fdefd911244d566fd454473e6951d945e20.jpg,1000000509,0,1519.00,"三年质保，核心频率1280 MHz,8G大显存,超频,预设,静音模式任选!",,216081,8413428,https://img13.360buyimg.com/n7/jfs/t1/21951/9/2266/202050/5c1af617E927924dd/df432157f93e1278.jpg
0,华硕（ASUS ）EX-RX580 2048SP-4G 显卡/AMD游戏显卡,1299.00,,full/e6733ad224467a524b57a9311b712bfc76218957.jpg,1000000225,0,1299.00,"【满1000-100,晒单评论返100E卡】全自动工艺制程三年质保，双滚珠静音风扇，上佳散热体验！",满1000元减100元,8551,100001895376,https://img11.360buyimg.com/n7/jfs/t28837/38/103023780/351070/6f4c489e/5be7e21cN9713ec86.jpg
0,索泰（ZOTAC）GTX1050雷霆PB吃鸡显卡/游戏电竞台式机独立显卡 2GD5/1354-1455/7008MHz,879.00,,full/636762ba79eaffa5e84b5d681f5bd94d2ed28c3d.jpg,1000002556,0,899.00,"【游戏独显,优选索泰京东自营GTX吃鸡显卡!】高性能低功耗!办公主机秒变游戏PC!满载功耗仅75W,迷你身材!",,16546,7404018,https://img13.360buyimg.com/n7/jfs/t19396/232/2555243766/277510/3bf27cde/5afbaeb4Ndf5f0672.jpg
0,索泰（ZOTAC）GeForce RTX2080-8GD6 AI台式机独立生产力显卡1515-1710/14000MHz,5999.00,,full/595f41c814aeac519b6c09b0eb900199c85a9199.jpg,1000002556,0,5999.00,"【智创AI,设计师的生产力工具】标准双槽涡轮风扇,适合多卡协同运算的生产力显卡!",,16546,8945587,https://img12.360buyimg.com/n7/jfs/t23149/142/2308215517/281228/d175be99/5b7bbd40Nf0de16aa.jpg
0,影驰（Galaxy）GTX 1060 GAMER 1556(1771)MHz/8GHz 3G/192Bit D5 PCI-E吃鸡显卡,1439.00,,full/b1fdc1a0088d744b6839ba56b67287967232e112.jpg,1000000308,0,1439.00,,,19962,3557556,https://img11.360buyimg.com/n7/jfs/t20536/110/2256842967/244716/70e8c5e6/5b4d753eN9fdda0bc.jpg
0,昂达（ONDA）GTX1050Ti神盾4GD5 1291-1392MHz/7000MHz 4G/128bit GDDR5 PCI-E 3.0游戏显卡,999.00,,full/52c13d258079886171eaa931f77a752ce8cfeffd.jpg,1000000382,0,999.00,拒绝矿卡！只选正品，4G大显存、流畅玩守望，吃鸡无难度，768个流处理器、双8CM大口径双风扇，更静更凉爽！3年质保，品质无忧！,,3582,5240825,https://img10.360buyimg.com/n7/jfs/t17725/287/2353916238/300609/92adf997/5af2741eN05689403.jpg
0,铭瑄（MAXSUN）RX580 巨无霸 8G 1340MHz/8000MHz/GDDR5/256bit 吃鸡显卡/游戏显卡,1529.00,,full/a591dc533fcf9d9783bf90ed949f5e0a73b85d96.jpg,1000094211,0,1529.00,【满800-50 低至1479！领券再减！】,满800元减50元,13026,7340907,https://img12.360buyimg.com/n7/jfs/t19894/136/44089295/162198/402b5bbc/5ae292d9N96e345b0.jpg
0,技嘉(GIGABYTE)GeForce RTX 2080 GAMING OC WHITE 1830-1815MHz 14000MHz 256bit GDDR6 8G 小白游戏显卡,6599.00,,full/ab80fcddeaea47a5d9bb7baddffb1de5d8ab44f3.jpg,1000000297,0,6599.00,"【迎双旦4000-300】2080小白,朝生碧海,逆水成寒,电竞“吃鸡”显卡",满4000元减300元,8900,100001526662,https://img12.360buyimg.com/n7/jfs/t28903/253/526460658/210627/6d072036/5bff98f4Nf49c3c7c.jpg
0,铭瑄（MAXSUN）MS-R5 230重锤II 625MHz/1066MHz 64bit/DDR3 AMD显卡,189.00,,full/15c0aa318fc9e7cacc09d347389d967884f79a1c.jpg,1000094211,0,189.00,【老机升级优选 下单先领券】,,13026,100000065624,https://img14.360buyimg.com/n7/jfs/t22951/337/2560340096/298104/48912a5a/5b875da4Nc22d5f1c.jpg
0,华硕（ASUS）XG STATION PRO 通用外置显卡盒 全金属独立显卡坞 笔记本外接 雷电3接口 电竞游戏发烧,2999.00,,full/48b8e619b1340a3c054046c6ee5c625b00d6a0ca.jpg,1000000225,0,2999.00,笔记本秒变吃鸡利器，适配华硕全系列显卡(除海神)，35℃智能温控，全金属机身，双风扇酷冷防尘！,,8551,6529150,https://img10.360buyimg.com/n7/jfs/t17068/57/1572869810/209185/a4835c80/5ad0464eN694d5956.jpg
0,映众 GeForce GTX1060黑金至尊版 1506~1708/8000MHz 6GB/192Bit GDDR5 PCI-E 吃鸡显卡,1799.00,,full/b172918219b96718cc25380e4e30072d0f0c27a1.jpg,1000005704,0,1799.00,1080P高能电竞卡，吃鸡高特效过60帧！双9cm大风扇更大风量！性能赶超980！你还要什么970？！,,19972,3132205,https://img10.360buyimg.com/n7/jfs/t20698/196/2443630379/91637/293cea7c/5b56c4a1N02c6df79.jpg
0,耕升（GAINWARD）GeForce GTX1050Ti 追风 V3 1290MHz/1392MHz/7008MHz 4G/128bit GDDR5 吃鸡显卡,1029.00,,full/252d8efee2ce37ecc0dc8ce3fd9024e5439c15ad.jpg,1000094282,0,1099.00,,,344276,4606163,https://img13.360buyimg.com/n7/jfs/t18193/365/2333046226/155631/1c0ceca8/5af2afffNcdbe3382.jpg
0,盈通（yeston）RX580 8G D5 大地之神 游戏独立显卡 2304SP,1449.00,,full/bdf4e11fdb887ffe9b98c9c38fe90c37ff0c033a.jpg,1000005645,0,1449.00,轻松吃鸡！畅玩《孤岛惊魂5》，合金背板，强劲散热，8G大显存，高清画质，劲爽游戏体验！,满1000元减50元,19949,100001285772,https://img12.360buyimg.com/n7/jfs/t25861/46/2444015624/263087/7c9513a9/5bf4f4faNf204ffb6.jpg
0,盈通（yeston）GTX1050Ti-4G D5大地之神 1291-1392MHz/7008MHz 4GB/128Bit/GDDR5显卡,979.00,,full/e028b75faa09d56e908079e270b6c7dfa2539829.jpg,1000005645,0,979.00,滚珠双风扇散热更好噪音更低，鲁大师9W2，畅玩各大热门游戏,,19949,4194678,https://img13.360buyimg.com/n7/jfs/t24760/104/752046258/393504/b8088405/5b7a75e9Nfcc0edcc.jpg
0,昂达（ONDA）GTX1050Ti典范4GD5 1291-1392MHz/7000MHz 4G/128bit GDDR5 PCI-E 3.0游戏显卡,949.00,,full/51e98f9ae0c54d046b89ae5ef8fb345b8bc876d5.jpg,1000000382,0,949.00,4G大显存、流畅玩守望，768个流处理器、公版散热，全固态做工，更静更凉爽！2年质保，品质无忧！,,3582,4643730,https://img10.360buyimg.com/n7/jfs/t4891/338/2384113728/148081/a7193f/58feb362N8fea4596.jpg
0,华硕（ASUS）TURBO-GeForce RTX 2080 TI-11G 1350-1560MHz 14000MHz 游戏电竞专业显卡 11G 352bit 独立显卡,12499.00,,full/a76c66bebd0b9f21d8c9561a0604ab62bc988a51.jpg,1000000225,0,12499.00,"【新品发布，货源稀缺】8mm双滚珠轴承风扇，顶端风槽设计,散热更强！超合金供电，智能超频，持久稳定！",,8551,8963555,https://img10.360buyimg.com/n7/jfs/t24697/103/727606727/164611/7a589218/5b7ab863N103b7eaa.jpg
0,耕升（GAINWARD）GeForce GTX1070Ti 追风版 1607MHz/1683MHz/8008MHz 8GB GDDR5 吃鸡显卡,3399.00,,full/3d657d45f9fb4e04aeb683484c4ac0b54e503049.jpg,1000094282,0,3399.00,,,344276,5560653,https://img13.360buyimg.com/n7/jfs/t19405/320/2432662989/169384/ec91bdc0/5af2ad16Ncaed7de3.jpg
0,索泰（ZOTAC）GeForce GTX1080Ti至尊PLUS OC吃鸡显卡/游戏电竞台式机独立显卡 11GD5X/1544-1657/11010MHz,5999.00,,full/28d9fb9cd4fe587d24cbcb86da2d3815e6843d2b.jpg,1000002556,0,5999.00,"【游戏独显,优选索泰京东自营GTX吃鸡显卡!】律动信仰灯!5风扇立体散热游戏更稳定!",,16546,5056201,https://img11.360buyimg.com/n7/jfs/t7228/340/2848421858/195193/38dfaae8/59b63d18N1107ff23.jpg
0,昂达（ONDA）GT73K典范2GD5 902/5000MHz 2G/64bit显卡,389.00,,full/0f5b6611d731563b906dbbbe684204dad5b5baf0.jpg,1000000382,0,399.00,2GD5大显存，1080P流畅LOL、大口径散热，全接口，三屏输出，纯公版打造，流畅运行LOL，2年质保！,,3582,1311205,https://img10.360buyimg.com/n7/jfs/t18217/3/2329898945/384679/67ff9974/5af272b5N0cd78e34.jpg
0,华擎 (ASRock) RX580 8G OC 幻影电竞 雅典娜  Phantom Gaming X 1380-1435 MHz/8000 MHz GDDR5 吃鸡显卡,1599.00,华擎（ASRock）A320M-HDV主板(AMD A320/AM4 Socket),full/8404641d96c30386449edb904823236ddc9434ab.jpg,1000000509,0,1599.00,流畅吃鸡，尽在华擎！核心频率1380 MHz，8G大显存，超频、预设、静音模式任意选!,,216081,8625863,https://img13.360buyimg.com/n7/jfs/t1/24772/7/2153/196440/5c19ef56Eea6925e2/8cf90108b6a07485.jpg
0,映众 GeForce GTX1050 Ti黑金至尊版 1290~1392/7000MHz 4GB/128Bit GDDR5 PCI-E 显卡,1149.00,,full/182deb59a62d688c9978af066de817171f458d62.jpg,1000005704,0,1149.00,畅玩《堡垒之夜》！MOBA MMORPG游戏快人一步！双风扇散热更低温，公版方案游戏更稳定！,,19972,3479731,https://img11.360buyimg.com/n7/jfs/t7633/160/3008307138/306350/8ebe1b8c/59b8ae54N5f294540.jpg
0,映众（Inno3D）GeForce RTX 2080黑金至尊OC版 8GB GDDR6  PCI-E吃鸡显卡/游戏电竞台式机独立显卡,5799.00,,full/29ac641a07cc26d5db1cacb5912bc5fc904c7343.jpg,1000005704,0,5799.00,冰鳞真空腔均热板散热更胜传统热管！92mm大尺寸高效双风扇！1670W色RGB流光信仰灯加持！,,19972,100000105332,https://img12.360buyimg.com/n7/jfs/t27631/44/354210234/239852/c4f8879b/5b8f6e53Nbae9bbe0.jpg
0,铭瑄（MAXSUN）MS-GT710重锤II2G 954MHz/1600MHz 2GB/64bit/DDR3入门显卡,279.00,,full/a9f0ab8d6415a3af4d853eaca4fcc6c63052c5e3.jpg,1000094211,0,279.00,【办公娱乐优选 下单先领券】,,13026,100000343246,https://img11.360buyimg.com/n7/jfs/t1/2382/6/3714/170498/5b9a0759E51242d5f/59272c45bda7d711.jpg
0,技嘉(GIGABYTE)GeForce RTX 2070 GAMING 1620 14000MHz 256bit GDDR6 8G 电竞游戏显卡,3999.00,,full/3c29950d6657b95d53e96497e540e22225b9ba4a.jpg,1000000297,0,3999.00,,,8900,100001396947,https://img12.360buyimg.com/n7/jfs/t29581/340/856099353/203115/5f7d5b29/5bff9775N74797588.jpg
